x,F_over_F0
0,1.000
20,0.857
30,0.845
50,0.833
70,0.823
100,0.813
200,0.797
300,0.787
500,0.775
700,0.768
1000,0.760
2000,0.747
3000,0.740
5000,0.732
7000,0.727
10000,0.722
20000,0.712
30000,0.707
50000,0.700
70000,0.695
100000,0.692
200000,0.678
300000,0.672
500000,0.663
700000,0.658
1000000,0.653
