x,F_over_F0
0,1.0000
10,0.7919
25,0.7993
50,0.7699
65,0.7655
72,0.7656
80,0.7649
100,0.7599
145,0.7598
155,0.7505
170,0.7439
180,0.7407
217,0.7366
230,0.7345
260,0.7302
300,0.7249
340,0.7181
360,0.7181
420,0.7130
500,0.7036
600,0.6975
700,0.6881
800,0.6767
900,0.6728
1000,0.6984
1100,0.6804
1250,0.6684
1450,0.6495
1700,0.6529
2000,0.6486
