x,F_over_F0
0,1.0000
10,1.0154
40,1.0244
100,1.0163
160,1.0049
240,0.9919
320,0.9805
400,0.9707
480,0.9610
560,0.9528
640,0.9447
720,0.9382
800,0.9317
880,0.9252
960,0.9195
980,0.9177
