x,F_over_F0
0,1.000
4,0.700
8,0.487
11,0.387
13,0.400
16,0.373
19,0.380
22,0.313
25,0.320
28,0.287
32,0.280
35,0.247
39,0.267
42,0.233
46,0.267
49,0.220
53,0.260
56,0.200
60,0.267
64,0.173
67,0.240
71,0.127
76,0.233
80,0.087
84,0.233
88,0.047
92,0.233
96,0.020
99,0.220
102,0.003
105,0.213
108,0.000
111,0.220
114,0.000
117,0.227
120,0.000
122,0.220
