x,F_over_F0
0,1.0000
10,0.7584
25,0.7246
50,0.6843
65,0.8025
72,0.9159
80,0.9244
100,0.8945
145,0.9770
155,0.9512
170,0.9425
180,0.9545
217,0.9856
230,0.9588
260,0.9309
300,0.9171
340,0.8770
360,0.8627
420,0.8649
500,0.8576
600,0.8438
700,0.7983
800,0.8260
900,0.7886
1000,0.7398
1100,0.7331
1250,0.7242
1450,0.6474
1700,0.6203
2000,0.6026
