x,F_over_F0
0,1.0000
40,1.0047
100,1.0087
160,1.0047
220,0.9984
300,0.9905
400,0.9811
500,0.9700
600,0.9590
700,0.9479
800,0.9384
900,0.9290
1000,0.9195
1060,0.9116
1100,0.9022
